0.529037654,0.243829116,0.527011514,0.2215451,0.520094514,0.221787095,0.450028777,0.293670177,0.541952372,0.300320655,0.428137362,0.395580232,0.558337629,0.435183018,0.45261535,0.473222643,0.505529344,0.501483083,0.470778435,0.547589362,0.523018837,0.549417675,0.456381977,0.727866709,0.540113747,0.735333979,0.455145836,0.89291954,0.558661342,0.907873988
0.529985368,0.264651865,0.528157949,0.244804129,0.520684004,0.243956536,0.450410545,0.294227302,0.541440606,0.319773644,0.41405949,0.35089469,0.535364985,0.454883039,0.430344224,0.442219138,0.467282325,0.488967568,0.473719776,0.556708694,0.524817586,0.554112613,0.456210464,0.729032159,0.555043042,0.724692225,0.456248462,0.893252611,0.550394058,0.899673402
0.540869772,0.314982146,0.543836355,0.292960942,0.5347175,0.290794224,0.461799175,0.298192263,0.542105019,0.361705124,0.408897847,0.280544311,0.508776784,0.483549118,0.410562307,0.39895758,0.436293811,0.470574826,0.479394644,0.580453277,0.531789005,0.578966558,0.457125366,0.75087595,0.56404382,0.74795419,0.456584871,0.896540046,0.568962276,0.944220781
0.565083206,0.351233661,0.566942036,0.328544557,0.556789398,0.324641466,0.477997631,0.329295039,0.565363586,0.405024618,0.419930905,0.315138131,0.51296705,0.514135242,0.413457811,0.439886063,0.442915916,0.514683962,0.489325374,0.617087364,0.543333352,0.623152375,0.460024387,0.777325332,0.567175627,0.801834464,0.456450015,0.902698755,0.576675773,0.98805815
0.589631379,0.356636524,0.591457725,0.332735151,0.582194149,0.330855221,0.49812445,0.379400611,0.596725285,0.408417284,0.472410798,0.50513947,0.594043672,0.545568585,0.506500661,0.616453648,0.541726053,0.632803857,0.514283955,0.636437953,0.569205403,0.641747534,0.480383545,0.790340841,0.606156766,0.817421794,0.458667159,0.905776381,0.58844161,0.99670285
0.584535837,0.355282098,0.586798549,0.334015608,0.574244559,0.332884371,0.509064972,0.408823818,0.596994221,0.369658828,0.543711245,0.543474495,0.648937523,0.369081467,0.614431262,0.538392127,0.647309184,0.442730755,0.521239579,0.650371552,0.5749681,0.645725131,0.486231923,0.805164754,0.612499595,0.817668974,0.456719518,0.901068866,0.592784643,0.992344141
0.588212013,0.346339524,0.587008774,0.323216736,0.579874754,0.323836476,0.522730768,0.399467647,0.569203734,0.374591529,0.611466467,0.418361008,0.61522001,0.336636245,0.652358413,0.283505201,0.650331438,0.220517591,0.522678018,0.653323472,0.575050116,0.648488939,0.484552383,0.816379547,0.616648853,0.819782913,0.451518923,0.885456085,0.587732494,0.993434966
0.589369118,0.311869681,0.587883413,0.291068912,0.58161509,0.290223002,0.525731504,0.373534232,0.565289199,0.352579653,0.613007963,0.360179275,0.610910177,0.281354755,0.638587892,0.207540184,0.630201161,0.149602696,0.521605968,0.649239242,0.574088454,0.642827451,0.486367911,0.816041708,0.613934517,0.818258047,0.442199856,0.880139589,0.581837356,0.989931822
0.586232185,0.298165053,0.58317107,0.278835982,0.577480674,0.279314727,0.519072175,0.360636115,0.5572595,0.330861688,0.609043539,0.342644632,0.601407707,0.236896127,0.632226288,0.193185776,0.618376374,0.132073864,0.515291333,0.6429317,0.567915797,0.634801567,0.483882457,0.809387743,0.606329918,0.816294193,0.437452167,0.863639534,0.575097442,0.988244712
0.578043282,0.295005351,0.575123191,0.2760849,0.56934756,0.276814908,0.511641085,0.360899925,0.550563574,0.327407211,0.607940853,0.351656228,0.594518542,0.235380664,0.632261217,0.211754054,0.616934717,0.141123176,0.508956671,0.638018072,0.561613917,0.628788471,0.479654789,0.795311272,0.595948219,0.811304033,0.43390432,0.858725011,0.56938988,0.984431386
0.570149004,0.288646072,0.567776799,0.268838555,0.559780955,0.271447718,0.502639115,0.350657433,0.551880598,0.313892603,0.5873667,0.350276768,0.594773591,0.22653991,0.625007808,0.215444982,0.618346155,0.139637053,0.502532125,0.624049008,0.554984808,0.618416369,0.470978349,0.779987872,0.582536399,0.80175513,0.428614199,0.852500677,0.564861715,0.978945613
0.561145484,0.281587273,0.558289289,0.261979401,0.550068259,0.266028583,0.497756869,0.343848825,0.550285757,0.306560427,0.579597056,0.350214362,0.589550018,0.226544678,0.620891929,0.216166764,0.615951598,0.143433869,0.49345848,0.613892615,0.54776305,0.611023068,0.462757796,0.77491647,0.569933832,0.797287762,0.421885908,0.850940764,0.558656394,0.97483021
0.546220183,0.25914228,0.547749937,0.235532612,0.53252244,0.240712911,0.492116332,0.336437345,0.54852587,0.296886683,0.557921648,0.388555676,0.597137868,0.243727341,0.624128699,0.314519525,0.635206044,0.218432575,0.486664504,0.604120851,0.538873434,0.601581812,0.458023548,0.768374383,0.558738112,0.791042745,0.420448422,0.850444496,0.55636543,0.970479906
